story_id,date,time,type,views,reach,replies,shares,total_interactions,profile_visits,follows,taps_forward,taps_back,swipes_forward,exits,exit_rate,permalink,pulled_at
17989304226043253,2026-07-19,19:31,VIDEO,3999,3461,6,0,17,16,0,2512,89,194,741,23.4,https://www.instagram.com/stories/kan_news/3944818657464559428,2026-07-20 08:37
18398123521088220,2026-07-19,17:50,VIDEO,4253,3720,1,0,8,8,0,3382,181,111,314,10,https://www.instagram.com/stories/kan_news/3944764995329462022,2026-07-20 08:37
17946892605237887,2026-07-19,14:15,VIDEO,4995,4470,0,0,12,6,0,3996,202,185,350,10.7,https://www.instagram.com/stories/kan_news/3944656744755677150,2026-07-20 08:37
18081461165256893,2026-07-19,17:14,VIDEO,4645,3947,0,6,14,4,0,3619,207,136,344,10.3,https://www.instagram.com/stories/kan_news/3944746903777983018,2026-07-20 08:37
18109344031969455,2026-07-19,16:12,VIDEO,4805,4105,0,21,31,3,0,3750,74,162,325,10.1,https://www.instagram.com/stories/kan_news/3944715480798989239,2026-07-20 08:37
18076298024337135,2026-07-19,14:14,VIDEO,5384,4683,1,2,16,2,1,4219,216,213,265,8.9,https://www.instagram.com/stories/kan_news/3944656309428842768,2026-07-20 08:37
18190176016382453,2026-07-18,22:20,VIDEO,6005,5196,1,0,6,15,1,4094,144,476,806,21.3,https://www.instagram.com/stories/kan_news/3944176074614819412,2026-07-19 13:40
18121281442838361,2026-07-18,19:51,VIDEO,7914,7064,2,2,12,6,0,5788,269,502,538,13.1,https://www.instagram.com/stories/kan_news/3944100832349412449,2026-07-19 13:40
18144183508534561,2026-07-18,19:50,VIDEO,8681,7560,3,2,17,10,0,6118,175,1001,600,18.4,https://www.instagram.com/stories/kan_news/3944100572000608589,2026-07-19 13:40
18332328415264228,2026-07-17,18:15,VIDEO,3784,2959,0,0,10,8,0,2542,306,209,371,15.3,https://www.instagram.com/stories/kan_news/3943327868402189688,2026-07-18 08:36
18412595482145617,2026-07-17,10:41,IMAGE,7132,5739,6,0,17,13,0,4231,133,831,515,18.9,https://www.instagram.com/stories/kan_news/3943099149616526955,2026-07-18 08:36
17979498828023837,2026-07-17,13:28,VIDEO,4630,3954,0,0,8,7,0,3384,225,288,300,12.7,https://www.instagram.com/stories/kan_news/3943183296120371617,2026-07-18 08:36
18122946508765487,2026-07-17,17:15,IMAGE,4359,3289,1,0,17,3,0,2789,270,193,257,10.3,https://www.instagram.com/stories/kan_news/3943297707372208884,2026-07-18 08:36
18106431560010902,2026-07-17,11:18,IMAGE,6273,4985,2,0,6,5,0,4415,492,359,209,9.1,https://www.instagram.com/stories/kan_news/3943118155081675838,2026-07-18 08:36
18109677310952512,2026-07-17,14:53,IMAGE,4675,3690,0,0,5,2,0,3213,92,211,361,12.2,https://www.instagram.com/stories/kan_news/3943226060707493003,2026-07-18 08:36
18045852677592793,2026-07-17,22:50,VIDEO,2395,1912,1,3,7,4,0,1378,83,161,317,20,https://www.instagram.com/stories/kan_news/3943466489100819150,2026-07-18 08:36
18123990172670199,2026-07-17,11:19,VIDEO,5901,4801,0,1,7,3,0,4103,479,312,385,11.8,https://www.instagram.com/stories/kan_news/3943118211905676482,2026-07-18 08:36
18015577820856976,2026-07-16,12:31,IMAGE,7818,6254,11,0,17,6,0,5198,618,476,355,10.6,https://www.instagram.com/stories/kan_news/3942429969426707161,2026-07-17 08:42
18085676174557989,2026-07-16,18:31,VIDEO,5519,4460,1,1,17,6,0,3586,194,378,600,17.7,https://www.instagram.com/stories/kan_news/3942611206040328703,2026-07-17 08:42
17962039835962410,2026-07-16,15:09,VIDEO,6453,5474,18,2,30,4,0,4261,331,323,417,11.5,https://www.instagram.com/stories/kan_news/3942509240589152390,2026-07-17 08:42
18082718651648257,2026-07-16,12:31,IMAGE,7206,5846,5,0,17,3,0,5252,507,281,342,8.6,https://www.instagram.com/stories/kan_news/3942430144052358645,2026-07-17 08:42
17937436953296160,2026-07-16,12:31,VIDEO,8779,7072,1,0,8,14,0,3803,154,960,611,17.9,https://www.instagram.com/stories/kan_news/3942429695328522790,2026-07-17 08:42
17897818944510536,2026-07-15,17:14,VIDEO,6040,5165,1,8,16,2,0,4508,210,413,342,12.5,https://www.instagram.com/stories/kan_news/3941847454261097541,2026-07-16 08:37
18107482046469690,2026-07-15,14:39,VIDEO,6448,5413,1,14,27,9,0,4010,149,647,560,18.7,https://www.instagram.com/stories/kan_news/3941769376721702137,2026-07-16 08:37
17917442829414557,2026-07-15,17:16,VIDEO,5576,4425,0,8,19,1,0,3982,466,131,317,8,https://www.instagram.com/stories/kan_news/3941848371538588987,2026-07-16 08:37
17955876216188060,2026-07-15,17:15,IMAGE,5674,4607,1,0,29,1,0,4172,399,113,124,4.2,https://www.instagram.com/stories/kan_news/3941847990897663319,2026-07-16 08:37
18209795965345413,2026-07-15,19:35,IMAGE,4722,3770,1,0,9,5,0,3401,186,179,287,9.9,https://www.instagram.com/stories/kan_news/3941918450112881043,2026-07-16 08:37
18097359212253801,2026-07-15,17:15,IMAGE,5736,4560,6,0,25,2,0,4271,443,113,141,4.4,https://www.instagram.com/stories/kan_news/3941848240685267195,2026-07-16 08:37
18545182966076317,2026-07-15,21:39,VIDEO,3881,3140,3,0,24,10,0,2532,244,195,450,16.6,https://www.instagram.com/stories/kan_news/3941980760524893937,2026-07-16 08:37
17873120352625372,2026-07-15,17:14,IMAGE,5734,4785,1,0,12,2,0,4378,298,196,189,6.7,https://www.instagram.com/stories/kan_news/3941847693437546865,2026-07-16 08:37
18198851491371128,2026-07-15,18:25,VIDEO,4899,4090,0,5,17,4,0,3680,229,212,307,10.6,https://www.instagram.com/stories/kan_news/3941883535274727573,2026-07-16 08:37
18084914081645854,2026-07-14,17:56,VIDEO,8676,7281,14,3,44,10,0,5343,368,490,680,13.5,https://www.instagram.com/stories/kan_news/3941144009602397354,2026-07-15 08:36
18420382846195723,2026-07-14,14:15,VIDEO,9905,7929,3,1,24,5,0,6131,705,621,693,13.3,https://www.instagram.com/stories/kan_news/3941032788387598511,2026-07-15 08:36
18087297794132340,2026-07-14,09:43,IMAGE,11591,9031,0,1,11,18,1,7272,319,1023,856,16.2,https://www.instagram.com/stories/kan_news/3940895829195969770,2026-07-15 08:36
17946266466036472,2026-07-14,22:14,VIDEO,6188,5413,0,3,8,8,0,4328,144,491,673,18.8,https://www.instagram.com/stories/kan_news/3941273556234709923,2026-07-15 08:36
18085085228181494,2026-07-13,16:41,VIDEO,4417,3630,10,1,32,7,0,3381,212,127,194,7.3,https://www.instagram.com/stories/kan_news/3940381217312101774,2026-07-14 08:36
17950527525201045,2026-07-13,17:06,VIDEO,4590,3624,0,3,11,5,0,3353,282,100,203,6.6,https://www.instagram.com/stories/kan_news/3940393897724915764,2026-07-14 08:36
18132478501564839,2026-07-13,16:41,IMAGE,4328,3455,1,0,7,4,0,3326,194,108,210,7.3,https://www.instagram.com/stories/kan_news/3940381433025719009,2026-07-14 08:36
18026541398832520,2026-07-13,21:16,VIDEO,3439,2796,7,1,36,1,0,2546,150,153,250,11.7,https://www.instagram.com/stories/kan_news/3940519746683930093,2026-07-14 08:36
17906417811450248,2026-07-13,12:18,VIDEO,6566,5665,0,10,21,24,0,3880,83,763,744,23,https://www.instagram.com/stories/kan_news/3940248848978584741,2026-07-14 08:36
18077327654682539,2026-07-13,16:40,VIDEO,4661,3913,0,0,12,7,0,3706,85,280,241,11.2,https://www.instagram.com/stories/kan_news/3940380965662267948,2026-07-14 08:36
18087000722635237,2026-07-13,17:14,IMAGE,4103,3304,2,0,24,4,0,2934,178,118,304,10.3,https://www.instagram.com/stories/kan_news/3940398160648253467,2026-07-14 08:36
18036044795819459,2026-07-13,22:00,IMAGE,3518,2648,5,3,16,3,0,2155,104,152,417,16.2,https://www.instagram.com/stories/kan_news/3940541872191620855,2026-07-14 08:36
18097749404243782,2026-07-13,16:40,VIDEO,4414,3702,1,0,23,6,0,3693,216,136,165,6.8,https://www.instagram.com/stories/kan_news/3940381155932660721,2026-07-14 08:36
18093903824623626,2026-07-12,14:17,IMAGE,6197,5215,0,18,22,29,0,4094,134,692,590,20.7,https://www.instagram.com/stories/kan_news/3939584269102045591,2026-07-13 08:39
18344202316247790,2026-07-12,15:05,VIDEO,5596,4560,0,2,5,23,0,3221,283,343,886,22,https://www.instagram.com/stories/kan_news/3939608269680703856,2026-07-13 08:39
18057213272514931,2026-07-11,12:08,VIDEO,21098,17500,17,12,88,46,1,12938,430,2870,1991,23,https://www.instagram.com/stories/kan_news/3938794484543954150,2026-07-12 08:37
17937927462272584,2026-07-11,23:50,VIDEO,7722,6263,3,0,11,9,0,4537,201,872,770,21.3,https://www.instagram.com/stories/kan_news/3939147865569534497,2026-07-12 08:37
18324515731278096,2026-07-10,15:35,VIDEO,6266,5303,0,2,7,24,0,3570,155,898,861,28.1,https://www.instagram.com/stories/kan_news/3938173723055649822,2026-07-11 08:39
18116960047871176,2026-07-09,16:03,IMAGE,6525,5468,0,0,8,1,0,4862,298,192,177,5.7,https://www.instagram.com/stories/kan_news/3937585950364334284,2026-07-10 08:38
18469378771128478,2026-07-09,16:02,VIDEO,6663,5530,1,2,18,7,0,5198,293,307,257,8.5,https://www.instagram.com/stories/kan_news/3937462873755897035,2026-07-10 08:38
18087137936626796,2026-07-09,20:07,VIDEO,6677,5207,4,1,38,10,0,4030,535,362,760,16.8,https://www.instagram.com/stories/kan_news/3937586109361597254,2026-07-10 08:38
18078986546690487,2026-07-09,11:36,IMAGE,8580,6904,0,0,11,11,0,5976,516,390,698,12.7,https://www.instagram.com/stories/kan_news/3937328894852101121,2026-07-10 08:38
18119921386837056,2026-07-09,11:36,VIDEO,9267,7529,1,1,17,19,1,6383,157,731,632,14.7,https://www.instagram.com/stories/kan_news/3937328639452053205,2026-07-10 08:38
18103881152023733,2026-07-08,17:24,VIDEO,6194,5443,0,2,7,12,0,3819,47,712,768,23.9,https://www.instagram.com/stories/kan_news/3936779132930790608,2026-07-09 08:39
18084923840644706,2026-07-08,23:29,VIDEO,3233,2730,0,0,4,4,0,2247,133,206,353,17.3,https://www.instagram.com/stories/kan_news/3936963015093675844,2026-07-09 08:39
18030751964659748,2026-07-08,23:29,VIDEO,3401,2929,1,0,9,5,0,2652,34,239,166,11.9,https://www.instagram.com/stories/kan_news/3936962976053068064,2026-07-09 08:39
18177812929410819,2026-07-07,20:03,VIDEO,4699,3927,2,1,23,4,0,2954,187,279,602,18.7,https://www.instagram.com/stories/kan_news/3936134237761178220,2026-07-08 08:36
18184448008394978,2026-07-07,13:32,VIDEO,8748,7177,9,13,137,29,1,4783,121,1220,861,23.8,https://www.instagram.com/stories/kan_news/3935937512782077365,2026-07-08 08:37
18168680101441887,2026-07-07,14:57,VIDEO,6971,5967,2,1,25,7,0,4318,330,514,604,16,https://www.instagram.com/stories/kan_news/3935980270087440463,2026-07-08 08:36
17979599772030474,2026-07-07,20:02,VIDEO,5177,4211,3,0,40,3,0,3581,188,355,318,13,https://www.instagram.com/stories/kan_news/3936134054218458309,2026-07-08 08:36
17974859838061909,2026-07-06,11:32,VIDEO,6608,5602,0,2,14,9,0,4587,247,549,524,16.2,https://www.instagram.com/stories/kan_news/3935152794474014534,2026-07-07 08:40
17895545883487699,2026-07-06,15:12,VIDEO,5669,4826,3,0,35,3,0,4049,317,319,327,11.4,https://www.instagram.com/stories/kan_news/3935263095970235442,2026-07-07 08:40
18354174334300961,2026-07-06,15:12,VIDEO,5196,4582,1,0,38,3,0,4059,221,217,236,8.7,https://www.instagram.com/stories/kan_news/3935263232872293073,2026-07-07 08:40
18603981448011127,2026-07-06,15:37,VIDEO,4998,4356,0,2,20,7,0,3680,171,257,575,16.6,https://www.instagram.com/stories/kan_news/3935275870402527292,2026-07-07 08:39
18347058496172465,2026-07-05,09:59,VIDEO,6460,5757,0,0,15,9,0,4684,159,649,503,17.8,https://www.instagram.com/stories/kan_news/3934380740808174433,2026-07-06 08:37
18112697668906674,2026-07-05,22:06,VIDEO,3033,2477,2,1,43,7,0,2294,85,137,224,11.9,https://www.instagram.com/stories/kan_news/3934746563724893138,2026-07-06 08:36
18009833048736676,2026-07-05,10:27,VIDEO,6564,5306,5,1,24,6,0,3381,137,301,303,9.2,https://www.instagram.com/stories/kan_news/3934395024149741222,2026-07-06 08:37
18097688825352781,2026-07-05,16:19,VIDEO,4615,3941,1,3,51,0,0,3358,149,296,372,14.5,https://www.instagram.com/stories/kan_news/3934571926806225923,2026-07-06 08:37
18104164208107758,2026-07-05,19:17,VIDEO,3781,3182,3,2,17,7,0,2659,75,248,346,15.7,https://www.instagram.com/stories/kan_news/3934661909684603809,2026-07-06 08:37
17956666776157824,2026-07-05,22:57,IMAGE,2831,2184,2,1,9,6,0,1748,82,115,320,15.4,https://www.instagram.com/stories/kan_news/3934772276193057859,2026-07-06 08:36
18096131141218927,2026-07-05,12:00,VIDEO,6931,5474,1,3,22,10,1,4440,696,326,381,10.2,https://www.instagram.com/stories/kan_news/3934441892409888615,2026-07-06 08:37
18149501086504781,2026-07-04,12:42,VIDEO,8073,6888,7,0,23,10,0,6385,494,293,365,8.2,https://www.instagram.com/stories/kan_news/3933738020544587734,2026-07-05 08:36
18188372923383771,2026-07-04,12:41,VIDEO,7722,6732,1,2,38,12,0,4717,119,921,515,18.6,https://www.instagram.com/stories/kan_news/3933737562149110736,2026-07-05 08:36
18129199012556774,2026-07-04,12:42,VIDEO,8385,7168,1,0,19,3,0,6750,222,432,371,9.6,https://www.instagram.com/stories/kan_news/3933737944703217264,2026-07-05 08:36
18096006629581781,2026-07-04,20:55,VIDEO,6157,4775,1,1,25,16,0,3661,197,371,705,17.5,https://www.instagram.com/stories/kan_news/3933986457466877521,2026-07-05 08:36
18342860263220344,2026-07-04,15:19,VIDEO,7857,6674,7,14,131,4,0,5308,301,353,547,11.5,https://www.instagram.com/stories/kan_news/3933817207972348137,2026-07-05 08:36
18094107218010453,2026-07-04,18:25,VIDEO,6705,5721,1,4,102,5,0,4985,228,296,445,11.1,https://www.instagram.com/stories/kan_news/3933910678842269968,2026-07-05 08:36
18067296287446350,2026-07-03,21:38,VIDEO,4423,3764,0,5,7,0,0,3285,118,272,361,14.3,https://www.instagram.com/stories/kan_news/3933282964825312543,2026-07-04 08:36
17887777401412650,2026-07-03,21:03,VIDEO,4943,4082,1,0,20,3,0,3692,311,217,184,8.1,https://www.instagram.com/stories/kan_news/3933265704903657589,2026-07-04 08:36
18155497102426728,2026-07-03,21:03,IMAGE,5483,4357,2,0,13,2,0,3957,442,298,135,7.9,https://www.instagram.com/stories/kan_news/3933265611295693421,2026-07-04 08:36
18020336576853644,2026-07-03,21:03,IMAGE,6334,5127,1,0,5,8,0,3728,65,826,372,18.9,https://www.instagram.com/stories/kan_news/3933265561802894404,2026-07-04 08:36
