video_id,date,type,title,duration_sec,views,likes,comments
eJAgFo8Embw,2026-08-11,Regular,מחסור באלפי מטפלות ומאות גנים שנסגרו: מה יעשו הילדים ב-1 בספטמבר? (לירן כוג'הינוף),66,2965,34,0
enQ1YdhMtb0,2026-08-11,Regular,המצלמה חוזרת לפוקוס: למה דור ה-Z חוזר לצלם בפילם ומצלמות דיגיטליות,547,805,18,7
jMXfQkoziSk,2026-08-11,Regular,"""אבא שבר את כל הבית"": לגדול בצל הפוסט-טארומה",66,12297,329,7
gGD2B-Yy5Qo,2026-08-11,Regular,"""נפל על גולנצ'יק"": עימות בין יוסף חדאד למשפיען אמריקני נגמר במכות במגרש החניה",84,16267,658,92
58scXwHtw64,2026-08-10,Regular,הדור הבא של תרופות ההרזיה - והחברה הישראלית שהסתבכה,768,8719,115,36
YvZGBWX2DLg,2026-08-10,Regular,מ-8 שקלים אצל החקלאי ועד 60 לצרכן: למה הענבים כל כך יקרים?,775,25901,352,75
SCDv8Ennhc4,2026-08-10,Regular,כך תרוויחו מאות שקלים בשנה - בלי לצאת מהבית,235,15169,256,44
zcck8y4dGm0,2026-08-10,Regular,יכריעו את הבחירות? המפלגות הקטנות לא עוברות את אחוז החסימה,357,10516,108,103
hnUQuvgojTE,2026-08-10,Regular,תודה לסינים: מחירי הרכב בישראל צונחים - והשוק הישראלי בטלטלה,290,35728,349,76
Yb5WQSaEiz4,2026-08-10,Regular,מכות במקום החלקה על הקרח: קטטה אלימה באייסמול באילת,166,18286,155,135
yv2Nd4rR7po,2026-08-10,Regular,טראמפ ניסה לעקוץ את טיילור סוויפט - היא לא נשארה חייבת,273,5385,68,29
Zb7vuCw29Xk,2026-08-10,Regular,"מה יהיה ב-1 בספטמבר? אין מטפלות, המחירים מזנקים - וההורים חסרי אונים",257,8409,105,66
SGKy_e2iHP0,2026-08-10,Regular,"אופק אדנק הוא הזמר המפורסם שחשוד בתקיפת בת זוגו: ""מעולם לא הייתי אלים""",187,12885,150,54
lAl4vfQe4LI,2026-08-10,Regular,איפה ארטיום? העיתונאי הרוסי שהגיע לארץ - ונעלם כלא היה,126,6262,76,53
Z1O9ZFKz8b4,2026-08-10,Regular,"עלייה בפשיעה הלאומנית ביו""ש - וגם באירועי אלימות נגד כוחות הביטחון",202,2605,43,43
qik-iBsN95w,2026-08-10,Regular,"חשיפה: מדינה רצתה לחתום על ""הסכם שלום"" עם ישראל - כדי ""להרדים"" אותה",222,27930,304,123
8zQ6r5mkz2Y,2026-08-10,Shorts,"מפקד ביהל""ם על חילוץ ששת החטופים שנרצחו: ""אחד הרגעים הקשים שהיו לי"" (חן ביאר)",46,17087,257,5
nrdMuwbel5I,2026-08-10,Shorts,"אין עתיד? הטרגדיה הפוליטית של יאיר לפיד (מתוך ההסכת ""עד הקצה"" עם קרן נויבך)",57,19408,132,28
kZ9a6SQ8nzw,2026-08-10,Shorts,סיון פניני סיפרה איך שני משולשים וחוט שינו את העולם (סמדר ברנדיס),50,10968,112,12
MDHbthcOAPQ,2026-08-09,Regular,אבל מה ימכרו שם? ספורה תגיע לארץ כבר באוגוסט – ותפתח 6 סניפים,306,7610,69,29
qNOaRHUWqzU,2026-08-09,Regular,"נהגים, שימו לב: רפורמה חדשה במצלמות המהירות בכבישים",255,43052,436,272
bAfG_ysA0f4,2026-08-09,Regular,"בגלל אדם שפחד לחלל שבת: טיסת ויז מרומא לנתב״ג בוטלה, הנוסעים ישנו בשדה",278,31487,364,358
qFqoSEY_RYg,2026-08-09,Regular,חומצה במקום חומר הרדמה: בת 18 הגיעה לניתוח אף – וסיימה בטיפול נמרץ,189,15953,127,64
yOgE6MnvvbY,2026-08-09,Regular,להבטיח זה זול - הקיום יקר: מה הפוליטיקאים מבטיחים – ומה יצטרכו לעשות?,578,7599,92,57
dHhbH8aI2cU,2026-08-09,Regular,התיעודים נחשפים: זמר הראפ הצעיר חשוד שאיים על זוגתו ונעצר כשהוא מדמם,177,12863,103,70
eGOfS49JpNs,2026-08-09,Regular,צרורות וקולות מלחמה: תושבי כרמית דיווחו על קולות ירי לאורך כל הלילה,233,13967,123,89
pe5N6GtJRbQ,2026-08-09,Regular,בנוכחות יוונית מצומצמת: עשרות הפגנות נגד ישראל התקיימו היום ברחבי יוון,239,22388,241,60
X6UQj9kzg6w,2026-08-09,Regular,שולפים ציפורניים: אחרי הראיונות של אדלשטיין וארדן - חברי הליכוד מגיבים,149,7606,50,11
HYzcByT0FSA,2026-08-09,Regular,ויתר על הגרעין? טראמפ שוקל להכריז על ניצחון ואיראן מקשיחה עמדות,145,4904,44,13
GniTQWC1xAQ,2026-08-09,Regular,"נתניהו נגד תוכנית טראמפ: ""נשלול את התוכנית של מועצת השלום לעזה""",216,9615,77,32
F0YGDlFpiOU,2026-08-09,Shorts,"זכה ב-12.5 מיליון, איבד הכול וחזר לעבוד בצבע: הסיפור של ראובן (יפעת גליק ותמר אלמוג)",50,119230,1194,143
5wchREvso7A,2026-08-08,Regular,"הזוועות מאיראן נחשפות: ""שרפו אותם בחיים, הראו למשפחות את הגופות""",888,16481,237,78
FIFS51vnXTQ,2026-08-08,Regular,"""נחזור להצביע בבחירות"": בני הזוג שעוררו סערה כשירדו מהארץ מדברים",227,8056,59,101
S0px5SUaUm8,2026-08-08,Regular,"""התגעגעתי"": השף רפי כהן חוזר - אחרי הסתבכויות ושנים מתחת לרדאר",506,24006,172,39
plFFZg-Z0ik,2026-08-08,Regular,מיוחד: הפרופסור שיצא נגד חיזבאללה ונאלץ להימלט מלבנון מדבר,331,15005,207,20
k9VtTWawC38,2026-08-08,Regular,"""צריך לצאת מהמלחמה עם איראן"": בכירים בממשל האמריקני מזהירים את טראמפ",153,11062,89,32
rL8kFYJ0wV0,2026-08-08,Regular,"מפקד ביחידת יהל""ם בריאיון מיוחד: ""הכישלון של 7.10 נחרט לנו בראש""",663,48506,753,82
HgoIxgEy2Y4,2026-08-08,Regular,"המועמד המוסלמי לסנאט במישיגן: ""לא רוצה שהמיסים שלי יממנו רצח עם""",211,10541,84,54
YiEnaqb98bo,2026-08-08,Shorts,"מפלסו של הדנובה הגיע לשפל חדש: ספינות נאציות שהוטבעו בו נחשפו, וייצור החשמל נמצא בסכנה (דב גיל-הר)",51,41052,403,16
UpVGs7l0Akc,2026-08-07,Regular,שני משולשים וחוט ששינו את העולם: 80 שנה להמצאת הביקיני,1363,12898,151,57
1e17Q8FP9dI,2026-08-07,Regular,החיטה צומחת שוב: שלוש שנים אחרי הטבח - תושבי הקיבוצים חוזרים הביתה,806,9492,77,44
Q0gH81Br3dU,2026-08-07,Regular,החקלאות בערבה נמצאת בסכנה? המאגרים מתרוקנים - ומי ההשקייה אוזלים,778,30082,312,100
tvyOITo5iOk,2026-08-07,Regular,ספינות נאציות נחשפות - וייצור החשמל הופסק: נהר הדנובה מתייבש,671,42862,369,62
Bge-c7ZGvcw,2026-08-07,Regular,"""צריכות להירקב בכלא"": כתב אישום הוגש נגד המעורבים ברצח בניהו רזי ז""ל",236,143878,572,226
9RS0yY79Bb8,2026-08-07,Regular,"הנשיא טראמפ אופטימי - למרות העיכוב בהסכם עם איראן: ""בקרוב זה יקרה""",118,7515,47,8
8ifFbOJ7J7U,2026-08-07,Regular,"יד ימינו לשעבר של נתניהו שובר שתיקה: ""המשפחה הפעילה לחץ והשפיעה עליו""",1051,36727,531,394
0GICA2XKWYs,2026-08-07,Shorts,"""סמוטריץ' משתיק את הנשים שסבלו במלחמה"": הדילמה של צעירי הציונות הדתית (שאול אמסטרדמסקי)",44,35719,411,43
rVW2Sus6Bko,2026-08-07,Regular,"""אין לי כיום למי להצביע"": הדתיים הלאומיים מחפשים בית פוליטי",721,36781,520,349
pq6oOHEhoGc,2026-08-06,Shorts,"שיעור שלא מלמדים בביה""ס לרפואה: כשרעידת אדמה אדירה הכתה ביפן - תוך כדי ניתוח",16,111868,777,24
c5YybLsxwOU,2026-08-06,Regular,אדווה בת ה-13 עברה חרם וסיימה את חייה - אימה מגישה תביעת ענק נגד משרד החינוך,343,41568,505,272
xXadjDCscf0,2026-08-06,Regular,"""אי אפשר להסכים שהורים יקברו את ילדיהם"": פרידה מהראל ותמיר שנפלו בלבנון",254,5967,42,7
ZS-7IT8lJMM,2026-08-06,Regular,שמים את הסמארטפונים בצד: מה גרם לבני הנוער לחזור לקרוא ספרים?,629,17056,257,49
3YGR13O56u4,2026-08-06,Regular,"אלימות, הטרדות והשפלות: העדויות המטלטלות על ה""מסורות"" בתנועת הצופים",245,27931,320,225
Zdh2K2o66BE,2026-08-06,Regular,"""ראיתי שיפור תוך שבועות"": האם תוספי הקולגן באמת עוזרים לנו להישאר צעירים?",262,17986,63,17
ZUNuaOL8kPg,2026-08-06,Regular,השיטה לא השתנתה - רק עברה עיר: תיעודים חדשים של המשפחה ממסע הגניבות באילת,239,60149,598,318
nWKDW4--mco,2026-08-06,Regular,"האלימות בחברה הערבית משתוללת: ""זו בעיה של החברה הישראלית כולה""",108,5342,43,45
CAgqpJRD3eE,2026-08-06,Regular,"משתלטים על סימס ופיפ""א: מה עומד מאחורי עסקת הענק של סעודיה?",250,15551,132,20
tkEoRtfFy_8,2026-08-06,Regular,"""הגיע הזמן לעסוק בחיים עצמם"": המפלגה החדשה של הנדל וטרופר תיכנס לכנסת?",430,6402,60,20
1eq67FsZu8I,2026-08-06,Regular,סוף טרגי לחיפושים: אלדר דיין אותר ללא רוח חיים - חבריו הפכו לחשודים ברצח,206,51065,289,125
4eo4A95L83A,2026-08-06,Regular,"הכדור במגרש של חמינאי: המתיחות מול איראן - והחשש ממחסור במיירטים בארה""ב",154,4422,40,4
S9uCUQcLe8I,2026-08-06,Regular,בקול אחד בלבד: כך הוכרע הכיוון החדש של חמאס | שובר חומות,385,24826,279,71
ERK8c7m8_xs,2026-08-05,Regular,"""להרוג בן אדם בגלל 15 אלף שקל?"": פרטים חדשים על רצח עורך הדין ארבל פלדמן",222,38619,258,165
onue6nNcgo0,2026-08-05,Regular,"חיזבאללה הפר את הפסקת האש: צה""ל יצא בגל תקיפות חריג בדרום לבנון",101,8007,78,20
7WE-ceko8zE,2026-08-05,Regular,מה עומד מאחורי המפלגה החרדית החדשה? הסוד של מקורבי איזנקוט נחשף,275,20537,155,65
qLa0Ze8r9d4,2026-08-05,Regular,"אילון, יש לנו בעיה: למה הרקטה של מאסק התרסקה על הירח?",213,39042,293,73
nidqoXqrt1M,2026-08-05,Regular,מקריית מוצקין לסוואנה באפריקה: המסע של האריות שטופלו בישראל - והושבו הביתה,415,28996,297,29
epEUHqVq9-o,2026-08-05,Regular,מכורות לניקיון: איך מגיעים למיליוני צפיות בעזרת מסיר שומנים?,501,38658,127,48
qN0sRWM2SSs,2026-08-05,Regular,משבר ביחסים? הסיבה שחמאס נערך להעביר את פעילותו מקטר - לטורקיה,246,22046,155,27
fnM_JZLJ2Q4,2026-08-05,Regular,"האיומים עדיין עובדים? טראמפ טען שהמצר ייפתח - איראן עקצה: ""הוא נתקע בבוץ""",159,8060,48,6
soW7j5SZZl4,2026-08-05,Regular,"התופעה שמטרידה את שב""ס: עורכי הדין מבריחים סמים ללקוחותיהם שבכלא",180,17735,93,26
XvSnug6IWjU,2026-08-05,Regular,"""פחדתי שיהרגו אותי"": קיצונים תקפו מלש""בים חרדים שהגיעו לכנס לקראת הגיוס",232,11161,120,106
OsIwjb7rKUA,2026-08-05,Regular,"""עשיתי ממך כוכבת פורנו"": כך הופכת תמונה תמימה ברשת - לתיעוד מיני מזויף",430,31244,322,150
-ReDPYfSsuk,2026-08-05,Regular,כשהישראלים נוהרים לחנויות: הסניף החדש הבטיח מבצעי ענק - ונסגר רגע אחרי הפתיחה,145,42503,262,98
AYXhbc2Y38k,2026-08-05,Regular,באז-קאט או קרו-קאט? התספורות שגורמות לבני הנוער לגור במספרה,365,51864,412,215
WqKMsvGFxHA,2026-08-05,Shorts,"""סיפרתי על הנובה, הם לא הגיבו"": האודישן ההוליוודי של סוול אריאל אור (שרון דוידוביץ')",34,92315,1838,76
criGHUM4tfM,2026-08-05,Shorts,כדורגלן נהרג ממכת ברק במהלך משחק גביע מקומי בדרום תאילנד (צילום: רשתות חברתיות),11,3314,24,4
FJ3xrZFktJc,2026-08-05,Regular,"""הוא עשה עליי קומבינה"": לקוח ירה בעורך דינו מטווח אפס - והסגיר את עצמו",181,22694,149,156
xBvt2BVX93A,2026-08-04,Regular,למכור בוריטו למקסיקנים: צ'יפוטלה נכנסת לאומת הטורטיות - יש לה סיכוי?,247,11971,76,23
l4sf-BlnZpA,2026-08-04,Regular,חיג'אב להמונים: אמירה אופנתית? הקולקציה החדשה של יוניקלו,302,9326,78,45
_m2LvXPF3yE,2026-08-04,Regular,מהאדמה לצלחת: כך ירקות בלדי הפכו מוצר חובה במטבחי השפים,571,20042,158,28
xISQLwz73BA,2026-08-04,Regular,אמזון הרוסית תחת אש: כך אוקראינה מנסה להתיש את פוטין,208,30638,353,104
aFYrrKYfP7c,2026-08-04,Regular,אדמת המריבה: הזיהום בפרויקט המבטיח - והדיירים שדורשים לבטל את העסקה,368,29707,193,50
qCnId31oo2s,2026-08-04,Regular,"""נשארנו בלי שקל"": הסטודנטים להוראה שגילו כי המלגה שלהם בוטלה",247,14430,118,37
3C6Kz5Xrk08,2026-08-04,Regular,"""שלא תראו אור יום"": העימות בין משפחתו של בניהו ז""ל לחשודים ברצח",230,18066,139,50
WKyOS33zb4I,2026-08-04,Regular,"שריפות ענק: כביש 6 וכביש 1 נחסמו בשעת העומס, צוותי הכיבוי השתלטו על האש",164,12424,93,21
N9RHR79dMiA,2026-08-04,Regular,הכול כלול? גילויים חדשים על מסע הגניבות המשפחתי באילת,239,19544,164,102
YASCf0KGoSA,2026-08-04,Regular,"קרב הפריימריז בליכוד: 36 חכ""ים נלחמים על פחות מ-20 מקומות ריאליים",184,11981,76,22
-LT_lop_PJQ,2026-08-04,Regular,הכנסת בפגרה - והכספים זורמים: בקואליציה חגגו העברה של מאות מיליונים,231,4138,63,41
_yX1A7mW3vw,2026-08-04,Shorts,גנבו מול עיני הילדים - ובעזרתם,25,229468,2313,151
tzzcEdnCfFQ,2026-08-04,Shorts,"הוארך מעצר החשודים ברצח בניהו רזי, משפחתו התפרצה בביהמ""ש: ""לקחו את אח שלי"" (ורד פלמן)",30,190172,2298,75
Ci9UA9XtLVQ,2026-08-04,Shorts,"למה בחירות מרגישות כמו תרחיש אימים? (מתוך ההסכת ""עד הקצה"" עם קרן נויבך)",40,19038,154,17
p6oqldG5XuI,2026-08-03,Regular,"""אנחנו נדאג לציבור שלנו"": האם ברית החרדים עם נתניהו והימין בדרך להתפרק?",671,24812,182,111
eDuD3coza2A,2026-08-03,Regular,"""ההדלפה החמורה אי פעם"": ""ספיידרמן"" החדש הופץ ברשת - מיליונים הספיקו לצפות",238,37013,445,71
g2Z_vxHbuhU,2026-08-03,Regular,"""התחלנו להרגיש פחות שייכים"": נתונים מדאיגים על הירידה מהארץ נחשפים",257,25865,360,618
u9wsYvUBXkM,2026-08-03,Regular,מושלמות מדי? כך דוגמניות ה-AI משתלטות על עולם הפרסום,606,15312,125,37
McHLJLEtnx4,2026-08-03,Regular,אופנת היטלר? התסרוקת הטרנדית והמדאיגה של צעירים בגרמניה,219,37700,354,213
N2fWiNzsbcQ,2026-08-03,Regular,הכי טובה ומשובחה: גלידריות השפים כובשות את ישראל,383,46516,298,54
aU-7CQv9ahs,2026-08-03,Regular,"""הדבר הכי חמוד שראיתי"": הבובה החדשה והיקרה שמרגישה כמעט כמו חיית מחמד",173,9871,136,37
rpYjHZ73t2g,2026-08-03,Regular,רוקנו את אילת: המשפחה שיצאה למסע גניבות בשווי של יותר מ-100 אלף שקל,301,129447,934,796
s0ISf76dnTI,2026-08-03,Regular,מסואץ ועד באר שבע: רעידת האדמה במצרים שהורגשה גם בישראל,170,11894,99,33
iBvwY2aAtvQ,2026-08-03,Regular,"""כפיות טובה אדירה"": הזעם על השר כ""ץ שהודיע בטלוויזיה שידיח את אלוף פיקוד מרכז",212,9502,86,79
_aNBN5S4QOw,2026-08-03,Regular,במעבר חד: טראמפ עבר מאיומים בתקיפה באיראן - להצהרה על חזרת שיחות המשא ומתן,205,9764,57,9
xuRuo5hq9wA,2026-08-03,Regular,"""סותר את מה שארה""ב הבטיחה"": הביקורת על מועצת השלום בעזה",114,5325,46,19
-bKTdVBovE8,2026-08-03,Shorts,כולם מדברים על החדירה של המהגרים לסאוטה - אבל מה אומרים האנשים שבשטח? (רועי קייס ואיתמר וישנקו),53,94759,955,84
43xUb7QJxeQ,2026-08-02,Shorts,מה עומד מאחורי ההיעלמות המסתורית של הקוטג'? (יובל אגסי),59,136325,1386,81
N3-dZOP4Obk,2026-08-02,Regular,"""מעדיף למות פה מלחזור"": מה קורה במובלעת הספרדית אליה פלשו אלפי מהגרים",388,40312,318,65
94EHgeTKPW4,2026-08-02,Regular,"""לא נוגעים באוכל"": המסעדות הוותיקות שלא מחליפות את התפריט",645,44413,370,81
sTJIul2Z4JY,2026-08-02,Regular,בשיא גל החום הקיצוני - הישראלים נמלטו לחופי הים ולקניונים,202,11145,84,15
sPI7hhQvh_k,2026-08-02,Regular,קופה ללא קופאית: הסופרים עוברים לקופות האוטומטיות ולעגלות AI,596,116791,762,486
v29x2PIY7PU,2026-08-02,Regular,כבש פסגות: המטפס הנפאלי המפורסם נהרג במהלך טיפוס בפקיסטן,192,56039,307,38
ZIF32M0ZZE4,2026-08-02,Regular,בית חזה שלם הודפס בתלת מימד - והושתל אצל צעירה שחלתה בסרטן,177,10448,165,28
vRup0gi8hUA,2026-08-02,Regular,האמא שמכרה סמים בכל הארץ - בזמן שהילדות שלה נמצאות ברכב,247,34300,227,116
Fs2fQPjySPg,2026-08-02,Regular,חיסול מול המצלמות בנתיבות: העבריין אושר קדושים נרצח,118,5908,35,20
dYrGO-Zs_9o,2026-08-02,Regular,"הח""כ מיש עתיד יצטרף לרע""מ? האיחוד שיכול לטלטל את המפה הפוליטית",206,6784,62,51
cC_UAicXux4,2026-08-02,Regular,"נתניהו משנה כיוון? ""מי שלא לומד תורה יתגייס - או ילך לכלא""",178,7420,87,91
hlX5zZ5Pxms,2026-08-02,Regular,"""זאת בדיחה"": תושבי העוטף לא מאמינים שחמאס יתפרק מנשקו",253,14450,151,100
g4duwHNneOU,2026-08-02,Regular,"""הם ביקשו שלא"": למה טראמפ החליט שלא להפציץ באיראן - שוב?",206,43678,215,58
C0lJvQ8-_CI,2026-08-02,Shorts,שני מסוקי כיבוי התנגשו אחד בשני בזמן כיבוי שרפה מערבית לאתונה (רם ברנדס. צילום: רשתות חברתיות),5,17532,87,4
f7btFpm8NM8,2026-08-02,Shorts,"🎧 ""עד הקצה"" עם ‪קרן נויבך‬, הסכת האקטואליה החדש, זמין באתר וביישומון כאן ובכל יישומוני ההסכתים⁩",43,19534,164,23
N9V8E6yGBUA,2026-08-01,Shorts,"אורן נהרי: ""הייתי יכול להיות אחד הסבים הטובים בהיסטוריה"" (איתמר מאירי)",23,136778,1133,31
lbEbtSb2vv4,2026-08-01,Regular,השיא עוד לפנינו? גל החום יימשך גם בשבוע הבא | התחזית 01.08.26,80,5134,22,4
LsZV6pl1cwM,2026-08-01,Regular,"אהבה, אגו - ואקסית של מיליארדר: מה עומד מאחורי הקמפיין נגד צביקה נווה?",940,151647,1400,332
-jJJ6kTyvok,2026-08-01,Regular,46 מעלות בכינרת - וזה עוד לא השיא: גל החום הראשון של הקיץ הגיע,174,8264,71,12
fai2AlbHakc,2026-08-01,Regular,מפנצ'רייה - למפעל שוקולד בוטיק: המהפכה המתוקה שכובשת את ישראל,753,48077,380,31
gR24tXrSymg,2026-08-01,Regular,הגודל כן קובע: האם תקדים בנט יחזור - ומפלגה קטנה תעמוד בראשות הממשלה?,841,28208,273,143
Qvzg8O3NW6o,2026-08-01,Regular,"בדרך לסבב נוסף עם איראן? ישראל וארה""ב בכוננות שיא לקראת תקיפה",174,29677,199,43
JBn2cvcrzTE,2026-08-01,Regular,50 אלף מהגרים ממרוקו חצו את הגבול למובלעת הספרדית - ואירופה סוערת,204,33205,218,78
BIVvWzqHdv0,2026-08-01,Regular,"""כיהודים, למדנו שצריך לקום וללכת בזמן"" (מואב ורדי)",63,64780,381,401
yC1-SRNQF0c,2026-08-01,Shorts,"עימותים אלימים בהפגנה ליד בית הקפה הירושלמי, הבעלים טוען: ""המשטרה נערכה בכוחות מצומצמים"" (ורד פלמן)",37,10613,130,69
vwAneHVdb0E,2026-08-01,Regular,"4 שנים אחרי שכליל נהרג מבולען בבריכה, הצימר בו קרה האסון עדיין פועל. כעת אימו דורשת צדקת (גליק ותמר)",82,37165,750,39
sERn1_YWEQU,2026-07-31,Regular,ביים שוברי קופות וחי כמו מלך - ואז איבד הכול: סיפורו של מלך הסרטים סוחטי הדמעות,2205,23834,242,49
YfjNuPnQB60,2026-07-31,Regular,"הפטריוטים שנפרדו מישראל בלי להביט לאחור: ""לא בושה לעזוב - ואעודד אחרים להצטרף""",916,89026,1072,2144
D5wXrcNkhDM,2026-07-31,Regular,מסלול ישיר להקמת מדינה פלסטינית? המתווה להסכם בעזה,197,9810,93,60
dU_Q_CW8AnY,2026-07-31,Regular,מי הזיז את הקוטג' שלי: איך הגבינה האהובה בישראל נעלמה מהמדפים?,1042,81570,804,243
f3Rq-xLfGp0,2026-07-31,Regular,בין השכול - לאש: חוות גלעד מנסה להתאושש מהימים הקשים,831,22412,201,105
ffkt8oBGG9M,2026-07-31,Regular,צונאמי של מהגרים: איך ספרד מתמודדת עם כ-50 אלף איש שחצו למובלעת שלה?,238,53601,332,171
85sOY2tKFjo,2026-07-30,Shorts,כמו גיבורים: כך הובלו לבמה העצורים שהתפרעו בבית השופט סולברג,21,115411,1132,293
5cTACnhhGYc,2026-07-30,Regular,תיעוד חריג: אלפי מהגרים פרצו למובלעת הספרדית בצפון אפריקה,180,50322,441,248
xUkFLPR0z5c,2026-07-30,Regular,"""המקום הבטוח הפך לסיוט"": חודשים אחרי האסון - ""פושקו"" מוסקוביץ' נטמן בקיבוצו",204,3430,27,3
cArGp2JwjW4,2026-07-30,Regular,"""המצב קשה מאוד"": מתקפת הענק של רוסיה - שזלגה לשטחי נאט""ו",195,69626,484,232
YYkVX2kLXiE,2026-07-30,Regular,"""הקללה"" הטרגית - והרמיזות על קאמבק: מה סוד הקסם של GLEE?",309,3978,53,4
bvM_YNTugQE,2026-07-30,Regular,היום שאחרי מסע הפריצות: כיצד נתפס בן 16 שפרץ לעשרות רכבים בלילה אחד?,226,33211,251,105
qF6t4GyG4MQ,2026-07-30,Regular,"""חוזר לשם בכל לילה"": שורד השבי אביתר דוד משתף בפוסט טראומה - ומבקש עזרה",237,6135,73,8
6Vx1et0gUE0,2026-07-30,Regular,גל חום בדרך: איך נערכים לטמפרטורות הקיצוניות?,187,16391,126,26
hxKUNhevyoQ,2026-07-30,Regular,"הפעילים שחוצים את הגבול לסוריה - ומפריעים לכוחות צה""ל: ""רוצים להתיישב כאן""",192,8147,92,159
eX_x7asx6hw,2026-07-30,Regular,"מרד בגבעתי: עשרות לוחמים נטשו את הבסיס אחרי שהמג""ד ניפץ ""סמלים פלוגתיים""",229,40588,419,241
mgXamn_MkAs,2026-07-30,Regular,"""תורנו לתקוף אותם"": חילופי האש בין איראן וארה""ב התחדשו - מה יחליט טראמפ?",169,12641,92,8
seWur8QXdJA,2026-07-30,Regular,סיפור סינדרלה: שרית חדד חוגגת שלושה עשורים על הבמה,592,20564,270,33
zgbuwnybD7Y,2026-07-30,Regular,איך נשמע לכם חומוס עם קציפת מנגו? מבחן הטעימה לדור הבא של החומוס,652,31280,239,41
Qwo043S9TcQ,2026-07-30,Shorts,מרד בגבעתי: החיילים הניחו את נשקם ועזבו את הבסיס,30,68575,941,105
Tjaze6pD29g,2026-07-30,Regular,שירון איבדה את בנה יותם בן ה-10 - כשסוללת הליתיום בקלנועית שלה התלקחה בנסיעה (יפעת גליק ותמר אלמוג),90,71342,1061,59
WAD6CLV3ToU,2026-07-29,Regular,מר עולם: אורן נהרי נפרד מתוכנית הרדיו - וממשיך להילחם במחלה הקשה,681,20049,252,84
CBxTncNLhlQ,2026-07-29,Regular,מסביב לעולם ב-24 שעות? הטיסה ההיסטורית שמנסה לשנות את עולם התעופה,203,37881,250,18
UhGlgWj98X8,2026-07-29,Regular,בלי אפליקציות או פלייליסט: הצעירים שמגלים מחדש את הקסם של הדיסקים,267,47837,834,292
u8aMJR_hrsM,2026-07-29,Regular,"חם, קר או עם גרגירים: מסע למקורות החומוס הישראלי",810,61305,509,98
RkA3zxQ0iSU,2026-07-29,Regular,"המלך החדש של המוזיקה הלטינית: באד באני שבר שיאים - בלי לדרוך בארה""ב",265,8603,67,18
tE4QCKqW0ew,2026-07-29,Regular,"""הנכד אמר לי - סבתא, את תותחית"": הספורט כובש את בני הגיל השלישי",240,2308,26,1
tlLThCq5at0,2026-07-29,Regular,עונת הנחשים: איך להימנע ממפגש מסוכן עם נחש ארסי?,205,37063,179,36
4F85yX-Vmu4,2026-07-29,Regular,"""שום עונש לא ימחק את הטראומה"": גזר הדין בפרשת האונס המזעזע בגדרה",217,16621,157,93
7oVkoV5n40c,2026-07-29,Regular,לקראת הקמה מחדש של הרשימה המשותפת: מה יחליטו המפלגות הערביות?,122,2685,34,15
HC7MlqvboBo,2026-07-29,Regular,"ישראל תגיב? חיזבאללה הפר את הפסקת האש בלבנון ושיגר רחפן נפץ לעבר כוחות צה""ל",153,4053,50,12
wZAWtuic8zs,2026-07-29,Regular,"ההתחממות המחודשת במפרץ - והאיומים של טראמפ: ""נכסח להם את הצורה""",185,12433,95,10
cap_59euBAs,2026-07-29,Regular,"""אין סדקים בברית בינינו"": נתניהו נפגש עם טראמפ בארה""ב",195,10980,117,13
WnYDTyoHosc,2026-07-29,Regular,"""אם הם ישיגו אחד, גם אנחנו חייבים"": מאחורי תוכנית הגרעין הסעודית | בשכונה שלנו",374,38432,488,40
qR-j1rDBmQs,2026-07-28,Regular,"יותר זול מבישראל? רשת ""אושר עד"" מנסה את מזלה מעבר לים",551,67897,454,72
SHOYuYNPpZs,2026-07-28,Regular,הקהילה היהודית בהלם: ספרי תורה נגנבו מבית כנסת בפריז,195,5906,59,31
sfj3grWcJY4,2026-07-28,Regular,קניון התמוטט וגשרים קרסו: עשרות נעדרים ברעידת אדמה ביפן,218,35830,231,46
GeJ3uaarRqo,2026-07-28,Regular,"עומסים ואיחורים בנתב""ג: הישראלים חוששים מביטול הטיסות",201,7587,59,5
BEfFjUTc7os,2026-07-28,Regular,"""מצלמים בלי רשות"": הקמפיין הנוצץ של קיילי ג'נר למשקפיים עורר סערה",260,7758,57,9
MIDsJOQ9Yg8,2026-07-28,Regular,המציאו את החבית: מזקקת הוויסקי מהצפון שפיתחה פטנט מהפכני בעולם המשקאות,411,21466,190,36
bxlsLpxpSQw,2026-07-28,Regular,"""אין טוב מלהיות טוב"": אביו של אלמוג סרוסי ז""ל נאבק להנציח את בנו",646,6058,105,20
5U57-ALlJA8,2026-07-28,Regular,נעדר - או מסתתר מהמשטרה? התפתחות בחקירת ההיעלמות של אלדר דיין,175,16546,105,29
AGqRnfrxthA,2026-07-28,Regular,"בתום מרדף ממושך: החשוד המרכזי ברצח בניהו רזי ז""ל נתפס",214,45151,309,92
0SaSUzFiOUI,2026-07-28,Regular,מלחמת הפריימריז נמשכת: נתניהו זכה בשריונים - אבל המאבק בליכוד רק החל,112,6032,42,8
qmmDS4AnCtY,2026-07-28,Regular,"בג""ץ הקפיא את החוק לביטול מעצר עריקים - והמפלגות החרדיות תוקפות",133,3744,50,70
