video_id,date,type,title,duration_sec,views,likes,comments,shares,whatsapp_shares,saves
7671249369584127239,2026-08-07,Video,"מה באמת קורה במחנות הצופים? עדויות קשות על אלימות, השפלות והטרדות שמסתתרות מאחורי ה""מסורות"" בתנועה. @liran_kogahinoff מתנועת הצופים נמסר בתגובה: ""תנועת הצופים היא תנועת הנוער הגדולה בישראל ובה פעילים ופעילות כמאה אלף בני ובנות נוער. עם אתגרי השעה, הוציאה התנועה בקיץ למחנות עשרות אלפי חניכים וחניכות שבחרו לצאת לטבע, להתנדב ולהוביל למען הקהילה ולמען החברה הישראלית. בשנים האחרונות חווים בני הנוער חוסר וודאות ובדידות והבחירה שלהם לפעול יחד, לקדם ערכים קבוצתיים, ערכי אהבת האדם, אהבת הארץ ועוד אינה מו",233,664427,33562,994,14222,2643,3375
7669525587341495572,2026-08-02,Video,מה עומד מאחורי ההיעלמות המסתורית של הקוטג'? (יובל אגסי),58,406813,16560,307,1627,319,573
7669926929545350420,2026-08-03,Video,חכו עד שתראו איך החדר שלהם במלון נראה 😵‍💫 @itsikzuarets,300,1946375,95351,4501,57002,15885,9575
7672765863363120392,2026-08-11,Video,"שלושה שבועות לפני 1 בספטמבר, ויש הורים שעדיין לא יודעים לאן ישלחו את הילדים - בגלל מצוקת כוח האדם במעונות  @liran_kogahinoff",65,4990,94,4,2,1,4
7672726516576308500,2026-08-11,Video,בקרוב נפסיק עם הזריקות? (נוב ראובני),635,19252,335,6,78,36,49
7672725997736693012,2026-08-11,Video,מ-8 שקלים אצל החקלאי ועד 60 לצרכן: למה הענבים כל כך יקרים? @amsterdamski2,692,11782,263,14,19,11,14
7672658094593281300,2026-08-11,Video,"""האידיוט הזה נפל על גולנצ'יק"": עימות מצולם בין יוסף חדאד ובין המשפיען האמריקני דניס פייטוזה, הידוע כ-Def Noodles, התפתח לעימות פיזי במגרש החניה. בתיעוד ניתן לראות את פייטוזה ת1קף את חדאד, שמגיב ומכה בו בחזרה. חדאד העלה בעצמו את תיעוד האירוע לרשתות החברתיות שלו וכתב: ""ניאו-נא3י תקף אותי אחרי עימות מצולם בארה""ב. אבל האידיוט הזה נפל על גולנצ'יק"" @ramelibrandts 📸: שימוש לפי סעיף 27א' לחוק זכויות יוצרים",83,350463,11340,579,806,197,635
7672484418333740295,2026-08-11,Video,יש הורים שעדיין לא יודעים איפה יהיו הילדים שלהם ב-1 בספטמבר  @liran_kog,256,46099,1663,151,307,120,119
7672484796412529927,2026-08-10,Video,העיתונאי הרוסי שנחת בארץ - ונעלם (איתמר וישנקו),126,35889,1278,46,135,27,111
7672482889757445384,2026-08-10,Video,טראמפ ניסה לעקוץ את טיילור והיא לא נשארה חייבת @doritassarafmizra,273,26570,1756,40,73,10,75
7672482272695667975,2026-08-10,Video,מ%ות במקום החלקה על הקרח: הק%^ה באייסמול אילת @itsikzuarets,166,531825,27809,430,6744,638,2199
7672481989496147218,2026-08-10,Video,תודה לסינים: מחירי הרכב בארץ צונחים  @Ofir.halperin,289,68109,1357,91,185,76,129
7672481683744066824,2026-08-10,Video,האם המפלגות הקטנות יכריעו את הבחירות? (שחר גליק),356,16602,366,28,5,2,26
7672483836185595154,2026-08-10,Video,אופק אנדק חשוד בת@פת בת זוגו  @annapines_,187,282271,19689,385,2223,184,1269
7672480811144285448,2026-08-10,Video,כך תרוויחו מאות שקלים בשנה - בלי לצאת מהבית @ittaishickman2,235,11567,245,12,30,11,42
7672473729900760328,2026-08-10,Video,גאווה ישראלית: הכדורגלן מנור סולומון מוצג במדי קבוצת ווסטהאם יונייטד הבריטית  (ליאן וילדאו) 📸: West Ham United,34,35166,2204,36,50,8,58
7672407124105760018,2026-08-10,Video,רעידת אדמה בעוצמה 7.4 בסולם ריכטר הורגשה בקולומביה (רם ברנדס),18,36598,518,17,56,15,24
7672393873385082120,2026-08-10,Video,"קולומביה: רעידת אדמה 7.4 בסולם ריכטר הורגשה במדינה, כך זה נראה באולפן הרדיו של תחנת Blu Radio (רם ברנדס)",19,29355,364,12,16,5,11
7672385617296149768,2026-08-10,Video,המשטרה בצ'כיה מבקשת את עזרת הציבור בזיהוי האיש שניפץ את המראה (יחזקאל קורנברג) 📸: televize spolu,31,1494803,37663,1150,5046,200,1675
7672365092112960788,2026-08-10,Video,"מפקד ביהל""ם על חילוץ ששת החטופים שנרצח!: ""אחד הרגעים הקשים שהיו לי""  (חן ביאר)",46,10469,411,15,7,4,16
7672356792080436498,2026-08-10,Photo,"גם כבל ב-430 מיליון ליש""ט לא עבר את דובי 🧦 מעריצי ""הארי פוטר"" הצליחו לשנות את המסלול המתוכנן של כבל חשמל תת-ימי בין בריטניה לאירלנד, כדי שלא יעבור באתר ההנצחה לדמות האהובה (איתמר מרגלית) צילום: BBC, Alamy/Warner Bros",0,46656,1320,30,86,13,73
7672293642228337940,2026-08-10,Video,העצה החשאית למדינה באזור: תלכו להסכם עם ישראל - לקראת מלחמה @roikais1987,51,92630,2911,448,216,91,164
7672125463493463297,2026-08-10,Video,הטיסה שהסתבכה - בגלל נוסע אחד @ofir.halperin,232,273598,12901,587,741,128,660
7672124903285394705,2026-08-09,Video,וגם יהיו המחירים כמו בחו״ל? @doritassarafmizra  #ספורה,265,169006,10687,208,1452,204,965
7672123738996985089,2026-08-09,Video,חומצה במקום חומר הרד_מה גרמה לצעירה להגיע לטיפול נמרץ (נוב ראובני),163,628664,32635,553,8556,1612,2771
7672071169427688724,2026-08-09,Video,"וילה, מרצדס ומיליונים במסעדות 💸 ראובן זכה ב-12.5 מיליון שקל, איבד הכול וחזר לעבוד בצבע @ifatglick1 (תמר אלמוג)",49,217345,7880,164,1512,368,450
7671753000796343560,2026-08-08,Video,"המועמד המוסלמי לסנאט במישיגן: ""לא רוצה שהמיסים שלי יממנו ר@ח עם"" (איילה חסון)",211,55531,1119,95,70,31,70
7671750218882321672,2026-08-08,Video,הפרופסור שיצא נגד חיזב@ללה ונאלץ להימלט מלבנון מדבר (רועי קייס),331,27657,599,12,34,8,33
7671749509927669000,2026-08-08,Video,"""התגעגעתי"": השף רפי כהן חוזר - אחרי הסתבכויות ושנים מתחת לרדאר (יעל צ'כנובר)",505,38252,737,46,72,34,83
7671749666387545352,2026-08-08,Video,"חברת פרלמנט מהאופוזיציה בקוסובו השליכה ביצים על ממלא מקום ראש הממשלה. ר""מ הודיע כי יידרש עוד זמן עד להצעת מועמד ליו""ר הפרלמנט, והיא בתגובה שלפה ביצים מהתיק וזרקה לעברו  (יחזקאל קורנברג) 📸: REUTERS / KOSOVO PARLIAMENT",13,43986,676,52,56,16,69
7671746116328738055,2026-08-08,Video,הזוג שעורר סערה כשירד מהארץ בריאיון מאיטליה (מואב ורדי),227,19242,228,99,20,6,15
7671733846257290504,2026-08-08,Video,"תיעוד לא שגרתי מרוסיה: שתי נוסעות שפספסו את העלייה למטוס לא ויתרו - וניסו לרדוף אחריו במסלול ההמראה. הניסיון לא צלח, ואיש צוות ליווה אותן החוצה  (דב גיל-הר)",63,74354,1815,17,170,25,51
7671674428236762375,2026-08-08,Video,"תלמיד הגיע למחנה הריכוז מאוטהאוזן שבאוסטריה כשהוא לובש חולצה עם דגל פלסטין עליה, יהודייה-אמריקאית שנכחה במקום לא נשארה חייבת (יחזקאל קורנברג)",36,56204,3156,73,114,9,100
7671666013175287047,2026-08-08,Video,המפלס של הנהר השני בגודלה באירופה יורד - וחושף ספינות של נ@צים (דב גיל-הר),51,43202,1320,6,91,27,100
7671641499456539911,2026-08-08,Video,מיה דגן הופתעה שהיא גרמה לאנשים לחזור לקרוא  @amitharari,24,9280,189,6,3,0,5
7671633606535564551,2026-08-08,Video,"אורן נהרי, שחלה בניוון שרירים, הגיש הבוקר את תוכניתו האחרונה ונפרד מהמאזינים ❤️‍🩹 (איתמר מאירי)",55,244652,29467,427,645,138,1013
7671609174077213970,2026-08-08,Photo,"EA נמכרה לקרן הסעודית, לקושנר ולסילבר לייק ב-55 מיליארד דולר 🎮 למה שחקני EA FC ו""הסימס"" מודאגים? (ספיר אברהמי)",0,8790,103,4,11,2,15
7671574628946660629,2026-08-08,Video,הבגד ים שעשה היסטוריה (סמדר ברנדיס),1363,195296,8697,105,336,23,734
7671564619969826068,2026-08-08,Video,סיון פניני סיפרה איך שני משולשים וחוט שינו את העולם  (סמדר ברנדיס),50,39227,1514,11,28,3,112
7671375999266835730,2026-08-07,Video,"כתב אישום הוגש נגד המעורבים בר@ח בניהו רזי ז""ל  (ורד פלמן)",235,443620,20145,463,1157,204,1430
7671350165088832776,2026-08-07,Video,"ניסים, אביה של שני לוק ז""ל שנר@חה בנובה: ""אנשי ליכוד בכירים אמרו לי שאני אשם בט@ח 7 באוקטובר"" (תמר אלמוג) @ifatglick1",56,23223,1293,177,54,19,38
7671325194690104584,2026-08-07,Video,אם השיטה עובדת - למה להפסיק? @itsikzuarets,227,305986,8781,321,1441,416,775
7671322042846809362,2026-08-07,Video,"פעיל הימין מרדכי דוד ניסה לצלם סרטון עם גדי איזנקוט - שהשיב לו: ""תשרת בצבא ותחזור אליי""",9,147491,7134,596,150,38,200
7671313248112610568,2026-08-07,Video,"אמא של אדווה ז""ל, שעברה חרם והת@בדה, תובעת את משרד החינוך, בית הספר והעירייה (שלי טפיירו)",65,195600,15600,497,525,83,703
7671277617638608148,2026-08-07,Video,עכשיו גם להקפיד על חלבון זה לא מספיק? (עופר חלפון),218,227984,6593,136,1080,365,1882
7671276072691977493,2026-08-07,Video,אנשים באמת קוראים או בעיקר מצלמים את הספרים שלהם? @amitharari,534,30769,2028,51,170,29,265
7671225107620171015,2026-08-07,Video,"""אין לי כיום למי להצביע"": אחרי שלוש שנות מלחמה, צעירי הציונות הדתית כבר לא בטוחים מי באמת מייצג אותם @amsterdamski_2",43,18453,908,31,6,0,13
7671019709424258325,2026-08-06,Video,מה קרה לאלדר דיין? @hadasgrinberg,203,496820,26637,563,1646,280,1351
7671010829709430037,2026-08-06,Video,מסוג הדברים שקורים באנטומיה של גריי: רעידת האדמה העוצמתית שהכתה במחוז קוממוטו שבדרום יפן בסוף חודש יולי תפסה רופאים באחד מבית החולים באזור במהלך ניתוח. סרטון ממצלמות האבטחה של בית החולים שהתפרסם היום מראה את הצוות הרפואי נאבק לשמור על המטופל ועל כלי הניתוח - שמיטלטלים בכל רחבי החדר (ישי בר יוסף),15,167629,4396,94,330,58,216
7670977086324083988,2026-08-06,Video,"שמעון, אביו של רס""ם במיל' תמיר וקנין ז""ל, נפרד ממנו בדמעות: ""הרגשתי שמשהו רע קורה, בכיתי מגעגועים באוטו לבד""",24,44565,4671,400,64,12,87
7670960231454674197,2026-08-06,Video,"""לא רוצה להגיד 'קדיש' על הבן שלי החמוד"": אביו של רס""ם במיל' תמיר וקנין נפרד מבנו, שמובא למנוחות עולמים",11,130948,11521,603,129,26,200
7670925971297553685,2026-08-06,Video,"מצמרר: רס""ן במיל' הראל בירנשטוק ז""ל נפרד מלוחמיו - בהם רס""ם במיל' תמיר וקנין ז""ל - ביציאה מח'אן יונס ב-2024. השניים נ@לו אתמול בלבנון 💔 @roysharon11 📸: צביקי גולדברג",21,48868,3501,205,41,18,69
7670914624652463368,2026-08-06,Video,"קול אחד בלבד, זה כל מה שהפריד בין מחנה איראן למחנה קטר. כך נראית הצמרת החדשה של חמאס, והכיוון שאליו היא עשויה לקחת את הארגון @elior_levy #שובר_חומות",385,80172,1451,47,100,32,155
7670868078800030997,2026-08-06,Video,"אליה, אלמנתו של סר""ן במילואים הראל בירנשטוק שנפל בלבנון: ""אני צריכה שתשלח לי כוחות"" @yoavborowitz",34,23665,2221,166,22,8,43
7670867912852311317,2026-08-06,Video,"יונת, אמא של רס""ן הראל בירנשטוק שנפל בלבנון: ""אנחנו נקום ונתחזק, אבל עוד מעט. אני רוצה עוד קצת לבכות"" @yoavborowitz",31,17116,1688,91,22,4,23
7670842084475112725,2026-08-06,Video,"התופעה שמטרידה את שב""ס (אורלי אלקלעי)",170,191892,4874,80,734,188,562
7670828942646922516,2026-08-06,Video,רקטה של החברה בבעלות המיליארדר אילון מאסק כנראה התרסקה על הירח @ittaishickman2,213,36420,912,31,13,3,35
7670828584457555220,2026-08-06,Video,מישראל לסוואנה באפריקה (רובי המרשלג),412,30012,1240,25,270,34,76
7670657160308673812,2026-08-05,Video,למה אנחנו כל כך אוהבים סרטוני ניקיון? @yaelciec,500,23956,332,5,7,3,32
7670657161202027796,2026-08-05,Video,ביקור שבועי במספרה זה מוגזם? (עופר חלפון),362,659437,24481,614,5725,1700,2308
7670600538911804693,2026-08-05,Video,"""סיפרתי על החברים שלי מנובה, הם פשוט לא הגיבו"". סוול אריאל אור על האודישן ההוליוודי והמונולוג שמהדהד ברשת.  הריאיון המלא הלילה ב-22:30 ב""חדשות הלילה"" @sharondavidovitch",33,105663,10011,98,79,8,267
7670434645133069589,2026-08-05,Video,הקולקציה החדשה של יוניקלו @maylaurencelola,302,144136,4222,134,996,191,230
7670423491060976903,2026-08-05,Video,"עורך הדין ארבל פלדמן נ!רה למוות מטווח אפס בידי לקוח שלו, שנמלט - ובהמשך הסגיר את עצמו לידי המשטרה @hadasgrinberg",176,194105,4358,196,549,173,370
7670223065057414420,2026-08-04,Video,כמובן שנגמר כבר המלאי 🫠 @amitharari,146,412591,23038,516,6992,1356,2648
7670222464844205333,2026-08-04,Video,העלייה בעשרות אחוזים במספר היורדים מהארץ שגרמה למומחים לצלצל בכל הפעמונים @ofir.halperin,183,116413,3632,936,900,345,334
7670222610046700821,2026-08-04,Video,רק חסר השפם ו... אתם רואים את זה גם? (דב גיל-הר),174,34348,907,56,75,7,61
7670221914308218132,2026-08-04,Video,הדוגמנים הבאים של עולם האופנה בכלל יהיו מג׳ונרטים? @ittaishickman2,532,6547,104,3,4,0,6
7670161930467675412,2026-08-04,Video,שיתוף פעולה משפחתי: מצלמות האבטחה חושפות כיצד אלירן וסיוון בוחבוט השתמשו על פי החשד בילדיהם כדי לגנוב מחנויות ברחבי אילת ולצאת עם מוצרים בשווי של כמאה אלף ש״ח @itsikzuarets,25,638119,17880,821,3979,956,1233
7670116386298940693,2026-08-04,Video,"הר3ח בנחלאות: הוארך מעצרם של 4 הקטינים החשודים במעורבות ברצח בניהו רזי ובהם אביאור ששון, בשלושה ימים. משפחת רזי התפרצה לעבר סבתו של החשוד: ""עכבר שברח, רו3ח שפל"" (ורד פלמן)",29,237436,14783,264,297,48,572
7670059417953979668,2026-08-04,Video,"""למה לקחתם תינוק כבן ערובה?"" 👇 פירס מורגן התעמת בשידור עם ר'אזי חמד, מבכירי חמאס, והאשים את הארגון במעשי 7 באוקטובר. חמד מצדו הכחיש כי חמאס תכנן לטבוח ולחטוף אזרחים (עומר שחר)",33,93850,4667,167,93,19,206
7669922224614182164,2026-08-03,Video,"אחרי שאיבד את אשתו, ענר מצא דרך להפיג את הבדידות של המבוגרים והקשישים בשכונה ❤️‍🩹🥺 #גליקותמר תמר אלמוג @ifatglick1",62,49414,5338,113,359,72,162
7669922170918718741,2026-08-03,Video,"דן מאמסטרדם הגיע למצעד הגאווה בעיר עם דגל ישראל - אבל פרו-פלסטינים שהתאגדו במקום תק@ו אותו וחטפו ממנו את הדגל: ""רצתי ולקחתי אותו בחזרה, זה היה חזק ממני"" #גליקותמר תמר אלמוג @ifatglick1",74,82396,4071,77,82,14,132
7669781513289895189,2026-08-03,Video,"""עשויות מחומר שמשמש בתעשיית החלל"": ניתוח פורץ דרך החליף את כל עצמות בית החזה של צעירה ישראלית באיבר מודפס (נוב ראובני)",159,147752,7045,108,697,209,455
7669763097287986453,2026-08-03,Video,"כולם מדברים על החדירה של המהגרים לסאוטה - אבל מה אומרים האנשים שבשטח? @רועי קייס , איתמר וישנקו",53,27881,715,17,10,0,24
7669717388245404936,2026-08-03,Video,כבש פסגות: המטפס הנפאלי המפורסם נירמל פורג'ה נהרג במפולת שלגים (איתמר וישנקו),176,45639,1802,17,86,27,108
7669496377365318932,2026-08-03,Video,האמא שמכרה Oמים בכל הארץ - בזמן שהילדות שלה ברכב,246,247453,6322,207,1928,545,537
7669491348113804564,2026-08-02,Video,"הר!צח יצא מסמטה חשוכה, ופתח באש - היעד, עבריין מוכר, מת במקום וחברו נפצע והצליח להימלט @annapines_",118,270111,7026,64,941,256,645
7669462145263848725,2026-08-02,Video,"שמעון יזדי מוכר גלידה בחוף הים כבר כמעט חמישה עשורים, והוא לא זוכר שנה קשה כל כך במכירות כמו 2026 האם בקרוב מוכרי הגלידה ילכו לבלי שוב - כמו שתמיד הבטיחו? @ifatglick1 (תמר אלמוג)",41,277488,14383,107,2478,240,859
7669359578991086865,2026-08-02,Video,"למה חרדים לא רוצים לחיות במדינה עם רוב חרדי? המשפיענית והפעילה החרדית ציפי לביא מספרת מה היא שומעת מכל חרדי שהיא שואלת, ומסבירה למה ההתנהלות בבני ברק מעוררת חשש דווקא בחברה החרדית עצמה. 🎧 ""עד הקצה"" עם ‪קרן נויבך, הסכת האקטואליה החדש מבית כאן חדשות, זמין באתר וביישומון כאן ובכל יישומוני ההסכתים⁩",42,11279,342,22,6,2,13
7669149920141577492,2026-08-01,Video,50 אלף מרוקאים פלשו לטריטוריה ספרדית  (איתמר וישנקו),202,64925,1649,80,41,16,83
7669149676314053909,2026-08-01,Video,כוננות שיא לקראת ת@יפה באיראן (נתן גוטמן),172,43495,852,16,30,8,39
7669163842575846677,2026-08-01,Video,"העיתונאי המיתולוגי אורן נהרי, שח@ה בניוון שרירים: ""הייתי יכול להיות אחד הסבים הטובים בהיסטוריה""",23,128349,4743,195,143,84,162
7669148025096391956,2026-08-01,Video,מעדיפים מזגן או ים? 🥵 (אנה פינס),169,12259,364,7,13,4,20
7669149070786579732,2026-08-01,Video,אתם בעד או נגד ראש מפלגה קטנה בראשות הממשלה?  (איילה חסון),840,22502,751,33,40,10,35
7669147645062941972,2026-08-01,Video,אגו ואקסית של מיליארדר: האמת מאחורי השלטים על צביקה נווה (דניאל אלעזר),935,445954,13061,249,3952,1140,2326
7669095938081770773,2026-08-01,Video,זוג הפטריוטים שהחליט לעזוב את הארץ  (מואב ורדי),62,79222,2057,691,187,63,144
7669059007612521748,2026-08-01,Video,"""זו השליחות שלי"": דודי מזרחי קיבל דוח על עבירה שלטענתו לא ביצע. הוא לא הסכים לשלם את 200 השקלים - והגיע עם הערעור עד לבית המשפט העליון #חדשותהלילה @sharondavidovitch",56,79850,3026,136,83,23,111
7669020043362979090,2026-08-01,Video,"עשרות חרדים הפגינו בירושלים שבת חמישית ברציפות מול קפה ""בסימטה"" - עימותים אלימים בין שוטרים לבין מפגינים חרדים שניסו לפרוץ את המחסומים שהציבה המשטרה. עוד לפני שפרצו העימותים, בעל העסק, יואל בן דוד, אמר לכתבתנו כי השבת - בניגוד לשבתות קודמות - המשטרה נערכה למספר קטן יותר של מפגינים, ולכן למקום הגיע כוח שיטור מצומצם יותר. (ורד פלמן)",36,247357,5425,719,507,123,379
7668958034760158482,2026-08-01,Video,"4 שנים חלפו מאז נהרג כליל קמחי כתוצאה מבולען בבריכה, אך הצימר בו קרה האסון ממשיך לפעול - ובעליו עדיין לא נענשו. כעת פונה אימו ומבקשת: ""רוצים משפט צדק, בלי עסקאות טיעון הזויות"" #גליקותמר תמר אלמוג, @ifatglick1",81,46516,2565,70,71,23,85
7668805011702435093,2026-08-01,Video,"זה סיפור שיש בו אגו, זעם והרבה הרבה כסף: מה ומי עומדים מאחורי שלטי החוצות נגד צביקה נווה?  הכתבה המלאה של דניאל אלעזר - הערב בחדשות השבת",49,47500,1137,51,140,48,141
7668809904420900116,2026-07-31,Video,יצאנו לברר מה עומד מאחורי ההיעלמות המסתורית של הקוטג' (יובל אגסי),943,469081,20366,373,2152,491,1068
7668620269845548308,2026-07-31,Video,"קרוב ל-50 אלף אנשים פרצו לתוך המובלעת הספרדית הקטנה סאוטה שבשטח אפריקה, וזרם המהגרים לא עוצר - כך מדווחים כלי תקשורת מקומיים. בתיעוד שהפך לוויראלי, נראית משאית ש""פורקת"" עשרות אנשים באזור המובלעת, בחסות שוטר מרוקני שצופה מקרוב. בתיעודים נוספים נראים מאות אנשים פורצים דרך הים, חלק מהם בחליפות צלילה ואף מצוידים באופניים",41,140102,4350,150,506,90,231
7668425014559067412,2026-07-30,Video,מורמים על כתפיים: העצורים שהתפרעו בביתו של שופט בית המשפט העליון נועם סולברג בחודש שעבר התקבלו בתשואות בטקס המוני בירושלים @daniel.grovais 📷: DOOVIDE,20,34334,1131,207,86,22,56
7668411722771795220,2026-07-30,Video,למה עשרות לוחמי גבעתי עזבו את הבסיס? @roysharon11,229,229697,17586,252,638,120,789
7668411723161980180,2026-07-30,Video,איזה עוד שילוב מפתיע הייתם מנסים עם חומוס? (אלון שרביט),649,149788,2220,75,340,91,387
7668366607760084242,2026-07-30,Video,"⁨ ⁨ ⁨ ⁨ ⁨ ״מצב חירום ביטחוני והומניטרי״: אלפי מהגרים נכנסו היום אל תוך העיר סאוטה, מובלעת ספרדית המוקפת בטריטוריה מרוקנית בצפון אפריקה. בסרטונים שתיעדו את גלי המהגרים שחדרו פנימה, המהגרים הצליחו לעבור רגלית מסביב לגדרות שמקיפות את המובלעת, דרך הים, ונכנסו לתוכה ללא אישור רשמי. במובלעת קראו לסיוע של הצבא הספרדי כדי להתמודד עם כניסת המהגרים ההמונית. וזאת לאחר שמוקדם יותר השבוע כבר חצו את הגבול 1,500 מהגרים מרוקנים נוספים. אף על פי שהקהילה הבין-לאומית מכירה בסאוטה כטריטוריה של ספרד, מרוקו תובעת להח",41,452232,13587,470,1892,438,851
7668303895453568277,2026-07-30,Video,מישהו הזיז את הקוטג' של רותי ברודו? מחר ב-20:00 בחדשות שישי (יובל אגסי),27,70948,1795,13,52,8,55
7668299524716121352,2026-07-30,Video,"מרד בגבעתי: חיילים מחטיבת גבעתי המוצבים בבסיס שדה תימן פתחו היום במרד ועזבו את הבסיס, לאחר שמפקד הגדוד הורה להם להרוס את פינת הזיכרון של הגדוד. חייל מהבסיס מסר לכאן חדשות: ״מסיבה לא ברורה רס״ר המשמעת ניפץ את השלטים של הנופלים שי ארבס ועדי ליאון ועוד הרבה נופלים, אלה שלטים שאנחנו לוקחים איתנו לכל פעילות. זה היה ממש כואב והחלטנו ללכת״ מצה""ל נמסר: ""החיילים התבקשו להסיר שלטים הקשורים במסורת 'צעירות ותיקות' בגדוד, האירוע מתוחקר"" @itayblumental1 @roysharon11 @itsikzuarets",29,132847,6587,135,217,50,202
7668243062266678548,2026-07-30,Video,המלך של המוזיקה הלטינית?  @amitharari,264,19308,561,6,27,11,36
7668238472381041941,2026-07-30,Video,בלי אפליקציות או פלייליסט: מגלים מחדש את הקסם של הדיסקים @doritassarafmizra,267,51603,4773,148,486,48,398
7668050283703930133,2026-07-29,Video,איך תמנעו ממפגש עם נחש? 🐍 (נוב ראובני),203,404902,12298,222,3152,807,1098
7668046898334403860,2026-07-29,Video,"""החלטתי שאני אגשים את כל מה שאלמוג לא הספיק. הוא חי דרכי"" 💔 כמעט שנתיים חלפו מאז איבד יגאל את בנו אלמוג, שהיה בין ששת החטופים שנר3חו בעזה. עד היום הנורא הוא פעל בלי הפסקה כדי להשיב את בנו, והיום משימת חייו היא ההנצחה - אבל גם את החלום הזה הוא מנסה להגשים לבד, כמעט בלי עזרה. להתנדבות ותרומות למרכז הלימודי לזכרו של אלמוג חפשו ""אין טוב מלהיות טוב""  (אורן אהרוני)",87,46811,2869,109,26,4,92
7668014146650180884,2026-07-29,Video,"ללא חולצה בתחנת הדלק: זה התיעוד האחרון של אלדר דיין, רגע לפני שנעלם. במשטרה מעריכים כי דיין ירד למחתרת אחרי שנהג ברכב ללא רישיון נהיגה, פגע בחברו והביא לפ3יעתו באורח קל. גורם במשטרה אמר כי החוקרים קרובים למציאתו של הנעדר אלדר דיין: ""אנחנו סוגרים עליו, ייתכן שנגיע אליו ממש בקרוב"" @itsikzuarets",14,21379,396,7,23,7,19
7667952820246859028,2026-07-29,Video,הרס עצום ואפילו חשש קצר לצונאמי ביפן (איתמר וישנקו),187,18767,462,10,43,14,23
7667950751859166484,2026-07-29,Video,"טוויסט בחקירה: האם אלדר, שאתמול עוד חששו לחייו, הוא למעשה נמלט מהחוק? @itsikzuarets",175,349281,10573,159,460,122,619
7667952295925058836,2026-07-29,Video,משתבח עם הזמן? לא רק @rubihammerschlag,410,55857,1453,22,274,122,172
7667949598215900417,2026-07-29,Video,"בזמן שכולם מסתכלים על איראן, סעודיה מתקרבת בעצמה לגרעין בחסות ארה""ב. מה באמת רוצה בן סלמאן, והאם המזרח התיכון בדרך למרוץ חימוש חדש? @roikais1987 #בשכונה_שלנו",373,10010,317,6,7,0,23
7667945946705153300,2026-07-29,Video,?אושר עד יצליחו להביס את קוסקו,550,13450,339,8,11,2,23
7667909645641518356,2026-07-29,Video,"ח""כ מנסור עבאס, יו""ר רע""מ: ""אנחנו לא מתווכחים על האם יהיה שירות לאומי (לאזרחים ערבים), אלא על איזה שירות. צריך לחזק את המעמד במדינת ישראל, אי אפשר להשיג שוויון בלי לעשות דבר"" @yaara.shapira 📷: הכנס השנתי של רדיו א-שמס בנצרת",33,43968,1391,169,98,30,72
7667842289158343957,2026-07-29,Video,עוד חלום שמתגשם: ירין קניאס מגיש את חדשות הלילה בכאן 11 #חדשותהלילה @sharondavidovitch,43,627434,54497,857,7237,736,1951
7667842035432410389,2026-07-29,Video,"החייל ירין קניאס, שמתנדב כזמר בלהקת גדולים במדים, כובש את הרשת - ואת לבבות הגולשים  #חדשותהלילה @sharondavidovitch",66,495295,41040,602,6372,668,1595
7667828204358339860,2026-07-29,Video,"נתניהו לא חושש מממדאני, שרמז שידאג למעצרו כשיגיע לעצרת האו""ם בניו יורק (איתמר מרגלית) צילום: פוקס ניוז",29,92862,5136,197,114,21,178
7667671343927856405,2026-07-28,Video,"סיפורו של רג'פ טאיפ ארדואן, נשיא טורקיה שרואה בישראל אויב ומצהיר כי ""ירושלים היא העיר שלנו"". האם ישראל ניצבת מול אויב מסוג שלא הכירה? מתוך ""אויבים"", כאן 11",37,45200,1319,71,126,59,80
7667667531234020629,2026-07-28,Video,קיילי מפרסמת משקפיים טכנולוגיים - שמעוררים לא מעט ביקורת @maylaurencelola,260,87260,4319,54,220,23,265
7667586480315026708,2026-07-28,Video,"אימו של בניהו רזי ז""ל התבשרה בשידור חי על המעצר של אביאור ששון, החשוד המרכזי בר@ח בנה, שהצליח להימלט מהמשטרה עד כה הריאיון המלא - ב-#כאןבשש @lielkyzer1",29,196576,15237,163,263,33,519
7667542332983561493,2026-07-28,Video,"בתום מרדף ממושך: המשטרה עצרה את אביאור ששון, חשוד מרכזי בר@ח בניהו רזי ז""ל  (ורד פלמן) צילום: דווברות המשטרה",13,187249,9022,188,363,62,424
7667465290229370130,2026-07-28,Video,תפריט? לא אצלנו #שף #מסעדות #מסעדה  (עופר חלפון),417,22073,520,10,40,5,67
7667464863572086023,2026-07-28,Video,לאן הוא נעלם? @annapines_,158,249665,10590,261,580,155,517
