תאריך,שעה,וידאו,סוג מדיה,טקסט הציוץ,קישור,צפיות,לייקים,ריטוויטים,תגובות,שיעור מעורבות %,מקור,tweet_id
2026-07-17,21:29,כן,Video,"בואנוס איירס התכסתה בדגלים. אחרי שאוהדים טענו שהמשטרה פיזרה אותם באלימות בימים האחרונים, בעיר הבירה נערכים למיליוני חוגגים אם נבחרת ארגנטינה תזכה | הדיווח של שליח כאן חדשות @Yoav__Zehavi   #חדשותשישי עם @MoavVardi",https://x.com/kann_news/status/2078185309074866649,6690,7,1,0,0.12,גיליון,2078185309074866649
2026-07-18,19:13,כן,Video,מחר ב-20:00 | גמר המונדיאל ו-100 ימים לבחירות: מהדורה מיוחדת של כאן חדשות  @TaliMoreno_,https://x.com/kann_news/status/2078513550650212858,11025,21,13,1,0.32,גיליון,2078513550650212858
2026-07-18,20:18,כן,Video,"הארגנטינאים בדריכות שיא לקראת גמר המונדיאל, האם מסי והנבחרת בדרך לגביע הרביעי שלהם? | @Yoav__Zehavi  מרחובות בואנוס איירס  #חדשותהשבת עם @AyalaHasson",https://x.com/kann_news/status/2078529777057591420,5710,10,2,1,0.23,גיליון,2078529777057591420
2026-07-18,20:26,כן,Video,"יותר מ-80 אלף אוהדים יצפו בגמר המונדיאל באצטדיון בניו ג'רזי. בתוכנית: הופעות מחצית של שאקירה וג'סטין ביבר ופרסומות בהשקעה של מיליארדים | אורלי אלקלעי מארה""ב  #חדשותהשבת עם @AyalaHasson",https://x.com/kann_news/status/2078531830882742564,5318,8,1,0,0.17,גיליון,2078531830882742564
2026-07-18,21:17,כן,Video,האם ספרד תזכה בגביע השני שלה במונדיאל? התושבים מייחלים לחגוג בכיכרות - עוד קצת יותר מיממה | @DovGilHar  ממדריד  #חדשותהשבת עם @AyalaHasson,https://x.com/kann_news/status/2078544831006028203,6464,11,2,1,0.22,גיליון,2078544831006028203
2026-07-19,06:00,כן,Video,הערב ב-20:00 | גמר המונדיאל ו-100 ימים לבחירות: מהדורה מיוחדת של כאן חדשות  @TaliMoreno_,https://x.com/kann_news/status/2078676199791018279,13536,14,24,4,0.32,גיליון,2078676199791018279
2026-07-19,07:25,לא,Text,"למה אנחנו בוכים מכדורגל? הרגש מאחורי הספורט שסוחף מיליונים | האזינו ל""עד הקצה""  https://www.kan.org.il/content/kan-news/local/1077999/  @kereneubach",https://x.com/kann_news/status/2078697676426604709,5140,5,0,0,0.12,גיליון,2078697676426604709
2026-07-19,12:13,לא,Text,"מ""טד לאסו"" עד ""ליגה ג'"": המלצות צפייה שימלאו את החלל שישאיר המונדיאל  @alon_fruchter  https://www.kan.org.il/content/kan-news/culture/1078407/",https://x.com/kann_news/status/2078770189072552198,3374,2,1,0,0.09,גיליון,2078770189072552198
2026-07-19,16:42,לא,Text,הגמר הכי פוליטי בהיסטוריה: ארגנטינה מול ספרד - או ישראל מול הפלסטינים? | טור מיוחד של @lewinthal  https://www.kan.org.il/content/kan-news/opinions/1078573/,https://x.com/kann_news/status/2078837767249838185,4097,7,0,4,0.32,גיליון,2078837767249838185
2026-07-19,18:26,כן,Video,"השקט שלפני הסערה: רחובות בואנוס איירס התרוקנו מאנשים לקראת הגמר, ושום דבר לא מלמד על הבלגן שצפוי לפרוץ ברחובות ברחבי המדינה בעוד שעות ספורות אם יזכו. איזה לקח למד שליחנו לארגנטינה @Yoav__Zehavi מסיקור הגמר הקודם במדינה לפני 4 שנים? @michalresh | #העולם_היום",https://x.com/kann_news/status/2078864129679343737,4680,8,2,1,0.24,גיליון,2078864129679343737
2026-07-19,20:19,כן,Video,"השואו הולך להיות ענק: 17 דקות של הופעת מחצית בכיכובם של שאקירה וג'סטין ביבר, כשעוד לא ברור אם הנשיא האמריקני יגיע לצפות במשחק מהיציע | הדיווח של אורלי אלקלעי  #מהדורתכאןחדשות עם @TaliMoreno_",https://x.com/kann_news/status/2078892459698839823,6737,5,1,2,0.13,גיליון,2078892459698839823
2026-07-19,21:22,כן,Video,"הוא ניחש בשידור חי תוצאות בחירות וגם אירוויזיונים - וצדק ב-100%. הפעם המנטליסט אביב דורה ניחש את מהלך כל משחק גמר המונדיאל. מי תנצח, מי יבקיעו, האם יהיו פנדלים - הכל שמור במעטפה בכניסה למערכת כאן חדשות. מה גרם לו הפעם, דווקא במונדיאל, להיזהר יותר מתמיד? @AyalaHasson | #חדשותהשבת",https://x.com/kann_news/status/2078908301291475354,24515,36,2,12,0.22,גיליון,2078908301291475354
2026-07-19,22:49,כן,Video,"""מסי לא יבקיע"": אוהדי ספרד משוכנעים שנבחרתם תנצח בגמר המונדיאל | @DovGilHar ממדריד  #מהדורתכאןחדשות עם @TaliMoreno_",https://x.com/kann_news/status/2078930143196721580,9099,11,2,2,0.18,גיליון,2078930143196721580
2026-07-20,13:13,לא,Photo,"השערים, הדרמות והרגעים הגדולים: שרון דוידוביץ' והפרשנים נפרדים מ""אולפן המונדיאל"" במשדר סיכום מיוחד אחרי הגמר הבלתי נשכח, הערב ב-19:00 בכאן 11 @sDavidovitch",https://x.com/kann_news/status/2079147682002530419,5483,12,3,2,0.31,גיליון,2079147682002530419
2026-07-20,16:03,כן,Video,"אחרי הזכייה: נבחרת ספרד נחתה במדריד, רודרי הניף את גביע העולם ביציאה מהמטוס  @zeke_korn (צילום: AP)",https://x.com/kann_news/status/2079190458509537663,21550,29,1,0,0.14,גיליון,2079190458509537663
2026-07-20,16:37,כן,Video,"אל תבכי, ארגנטינה: נבחרת ספרד חזרה הביתה והניפה את הגביע על אדמת המולדת ברגע שיצאה מהמטוס @DovGilHar @YonatanOh | #כאןבשלוש",https://x.com/kann_news/status/2079199118367371500,3701,3,0,4,0.19,גיליון,2079199118367371500
2026-07-20,21:24,כן,Video,"ספרד אלופת העולם: @DovGilHar ממדריד עם הקולות והחגיגות - בכיכרות, בטפאס ברים, וגם עם כמה דגלי פלסטין   #מהדורתכאןחדשות עם @TaliMoreno_",https://x.com/kann_news/status/2079271194772029500,6219,7,0,0,0.13,גיליון,2079271194772029500
2026-07-20,21:27,כן,Video,"בארגנטינה מאוכזבים מההפסד בגמר המונדיאל - אך גאים בנבחרתם: ""הגענו רחוק מאוד, זה הישג ענק. מסי נתן הכל"" | @Yoav__Zehavi מבואנוס איירס  #מהדורתכאןחדשות עם @TaliMoreno_",https://x.com/kann_news/status/2079271922139832591,6101,11,1,0,0.2,גיליון,2079271922139832591
2026-07-20,21:53,כן,Video,"הישג השיא של ספרד, מלך השערים החדש, ההפתעות והמאכזבות | @michalresh עם מספרי המונדיאל הגדול בהיסטוריה  #מהדורתכאןחדשות עם @TaliMoreno_",https://x.com/kann_news/status/2079278482333266270,4563,4,0,0,0.09,גיליון,2079278482333266270
2026-07-20,22:19,לא,Photo,"מסי בפוסט בחשבון האינסטגרם שלו על ההפסד בגמר המונדיאל: ""הכאב עצום וייקח לפצע הזה זמן להגליד, אבל אני נאחז בכל הזיכרונות הטובים. העבודה הקשה הציבה אותנו שוב בין הנבחרות הטובות בעולם"" @itamargalit",https://x.com/kann_news/status/2079285090312475088,6712,26,3,0,0.45,גיליון,2079285090312475088
2026-07-21,21:29,כן,Video,"אחרי שהרעידו את האדמה, יצאו שני מיליון ספרדים לשדרות של מדריד כדי לקבל את הגביע והנבחרת | שליחנו במדריד @DovGilHar עם החגיגות, והמבט ל-2030  #מהדורתכאןחדשות עם @mayarachlin",https://x.com/kann_news/status/2079634966976036938,6298,12,3,1,0.27,גיליון,2079634966976036938
2026-07-23,22:25,לא,Text,חשד להטייה? דוח חשף הימורים חריגים במהלך המונדיאל   https://www.kan.org.il/content/kan-news/sport/1080847/,https://x.com/kann_news/status/2080373781869035540,5240,2,0,0,0.04,גיליון,2080373781869035540
2026-07-28,12:22,לא,Photo,זינדין זידאן הוכרז רשמית כמאמן נבחרת צרפת  @zeke_korn (צילום: AP Photo/Miguel Morenatti),https://x.com/kann_news/status/2082033997559824843,3917,7,2,1,0.23,גיליון,2082033997559824843
2026-07-30,08:21,לא,Text,"פיפ""א פתחה בהליכים נגד שחקנים בנבחרת ארגנטינה בעקבות הקטטה בגמר המונדיאל  @RamEliBrandts   https://www.kan.org.il/content/kan-news/sport/1083468/",https://x.com/kann_news/status/2082698138247164295,4582,7,1,1,0.22,גיליון,2082698138247164295
2026-07-30,21:36,כן,Video,"התאחדויות הכדורגל באירופה מאיימות לפרוש מהמונדיאל אם פיפ""א תמכור חלקים ממנו לידיים פרטיות | @DovGilHar  על ההודעה הדרמטית  #מהדורתכאןחדשות עם @talberman",https://x.com/kann_news/status/2082898209723064538,5638,7,2,1,0.18,גיליון,2082898209723064538
2026-07-31,09:42,לא,Text,"בפיפ""א הודיעו כי ימשיכו בהליך ההפרטה של המונדיאל ותחרויות נוספות, למרות ההתנגדות מאירופה: ""אף גוף לא יכול לטעון שהוא מייצג את כל 211 ההתאחדויות החברות מסביב לעולם. צריך לאפשר לכל התאחדות לבחון את ההצעה""  @zeke_korn",https://x.com/kann_news/status/2083080784345289054,5797,9,2,0,0.19,גיליון,2083080784345289054
2026-08-01,05:01,לא,Text,"לאחר איומי ההתאחדות האירופית: נשיא פיפ""א חזר בו מהיוזמה למכור חלקים מהמונדיאל למשקיעים פרטיים  https://www.kan.org.il/content/kan-news/sport/1084182/",https://x.com/kann_news/status/2083372490961682464,12512,13,0,0,0.11,גיליון,2083372490961682464
2026-08-04,16:04,לא,Text,"שליחו המיוחד של הנשיא טראמפ לשיתופי פעולה גלובליים מגן על נשיא פיפ""א אינפנטינו, על רקע הסערה סביב ניסיון הפרטת המונדיאל: ""חטאו היחיד שהוא מסרב שהכדורגל יישאר בשליטת כמה גופים אירופיים עשירים. הוא פתח את גביע העולם לעוד מדינות והביא מיליארדים לבניית מגרשים, אקדמיות, פיתוח מאמנים ופיתוח כדורגל נשים בכל רחבי העולם. עם זאת, ברור שטעויות יש לתקן, והוא הקשיב לביקורת שהופנתה כלפיו"".  @YoavBorowitz",https://x.com/kann_news/status/2084626572284211243,6201,8,1,2,0.18,גיליון,2084626572284211243
2026-08-11,08:02,לא,Text,"טראמפ: אם פיפ""א תחליף את אינפנטינו - זו תהיה טעות נוראית. לדבריו, אינפנטינו עמד בראש המונדיאל המוצלח ביותר בהיסטוריה, פי ארבעה מכל קודמיו, ואם יסיים את תפקידו, ההצלחה והרווחיות לא ישובו  @RamEliBrandts",https://x.com/kann_news/status/2087041905393594574,4024,5,2,1,0.2,גיליון,2087041905393594574
